CNAE,Descrição Receita Federal,MCC,Descrição MCC2,,,,
8610-1/01,Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências,8062,Hospitais,,,,
8610-1/02,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,8062,Hospitais,,,,
8621-6/01,UTI móvel,4119,Servicos de Ambulancia,,,,
8621-6/02,Serviços móveis de atendimento a urgências, exceto por UTI móvel,4119,Servicos de Ambulancia,,,,
8622-4/00,Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências,4119,Servicos de Ambulancia,,,,
8630-5/01,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,8099,Serviço Especializado de Saúde,,,,
8630-5/02,Atividade médica ambulatorial com recursos para realização de exames complementares,8099,Serviço Especializado de Saúde,,,,
8630-5/03,Atividade médica ambulatorial restrita a consultas,8011,Médicos (Clínicas e Consultórios),,,,
8630-5/04,Atividade odontológica,8021,Dentistas e Ortodontistas (Clínicas e Consultórios),,,,
8630-5/06,Serviços de vacinação e imunização humana,8099,Serviço Especializado de Saúde,,,,
8630-5/07,Atividades de reprodução humana assistida,8099,Serviço Especializado de Saúde,,,,
8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,8099,Serviço Especializado de Saúde,,,,
8640-2/01,Laboratórios de anatomia patológica e citológica,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/02,Laboratórios clínicos,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/03,Serviços de diálise e nefrologia,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/04,Serviços de tomografia,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/05,Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/06,Serviços de ressonância magnética,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/07,Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/08,Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/09,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/10,Serviços de quimioterapia,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/11,Serviços de radioterapia,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/12,Serviços de hemoterapia,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/13,Serviços de litotripsia,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/14,Serviços de bancos de células e tecidos humanos,8071,Laboratórios Médicos e Odontológicos,,,,
8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,8071,Laboratórios Médicos e Odontológicos,,,,
8650-0/01,Atividades de enfermagem,8099,Serviço Especializado de Saúde,,,,
8650-0/02,Atividades de profissionais da nutrição,8099,Serviço Especializado de Saúde,,,,
8650-0/03,Atividades de psicologia e psicanálise,8099,Serviço Especializado de Saúde,,,,
8650-0/04,Atividades de fisioterapia,8099,Serviço Especializado de Saúde,,,,
8650-0/05,Atividades de terapia ocupacional,8099,Serviço Especializado de Saúde,,,,
8650-0/06,Atividades de fonoaudiologia,8099,Serviço Especializado de Saúde,,,,
8650-0/07,Atividades de terapia de nutrição enteral e parenteral,8099,Serviço Especializado de Saúde,,,,
8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,8099,Serviço Especializado de Saúde,,,,
8660-7/00,Atividades de apoio à gestão de saúde,8099,Serviço Especializado de Saúde,,,,
8690-9/01,Atividades de práticas integrativas e complementares em saúde humana,8099,Serviço Especializado de Saúde,,,,
8690-9/02,Atividades de bancos de leite humano,8099,Serviço Especializado de Saúde,,,,
8690-9/03,Atividades de acupuntura,8031,MÉDICOS OSTEOPATAS                           ,,,,
8690-9/04,Atividades de podologia,8031,MÉDICOS OSTEOPATAS                           ,,,,
8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,8099,Serviço Especializado de Saúde,,,,
8711-5/01,Clínicas e residências geriátricas,8050,Casas de Repouso, Clínicas de Recuperação e Serviços de Enfermagem,,,,
8711-5/02,Instituições de longa permanência para idosos,8050,Casas de Repouso, Clínicas de Recuperação e Serviços de Enfermagem,,,,
8711-5/03,Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes,8050,Casas de Repouso, Clínicas de Recuperação e Serviços de Enfermagem,,,,
8711-5/04,Centros de apoio a pacientes com câncer e com AIDS,8050,Casas de Repouso, Clínicas de Recuperação e Serviços de Enfermagem,,,,
8711-5/05,Condomínios residenciais para idosos,8050,Casas de Repouso, Clínicas de Recuperação e Serviços de Enfermagem,,,,
8712-3/00,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,8099,Serviço Especializado de Saúde,,,,
8720-4/01,Atividades de centros de assistência psicossocial,8099,Serviço Especializado de Saúde,,,,
8720-4/99,Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química não especificadas anteriormente,8099,Serviço Especializado de Saúde,,,,
8730-1/01,Orfanatos,8398,Organizações de Serviços Beneficientes e Sociais,,,,
8730-1/02,Albergues assistenciais,8398,Organizações de Serviços Beneficientes e Sociais,,,,
8730-1/99,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,8398,Organizações de Serviços Beneficientes e Sociais,,,,
8800-6/00,Serviços de assistência social sem alojamento,8398,Organizações de Serviços Beneficientes e Sociais,,,,
9001-9/01,Produção teatral,7922,Teatro / Shows / Concertos / Grupos de Dança / Grupos Carnavalescos,,,,
9001-9/02,Produção musical,7929,Bandas, Orquestras e Artistas Diversos,,,,
9001-9/03,Produção de espetáculos de dança,7922,Teatro / Shows / Concertos / Grupos de Dança / Grupos Carnavalescos,,,,
9001-9/04,Produção de espetáculos circenses, de marionetes e similares,7922,Teatro / Shows / Concertos / Grupos de Dança / Grupos Carnavalescos,,,,
9001-9/05,Produção de espetáculos de rodeios, vaquejadas e similares,7999,Recreação e Entretenimento,,,,
9001-9/06,Atividades de sonorização e de iluminação,7922,Teatro / Shows / Concertos / Grupos de Dança / Grupos Carnavalescos,,,,
9001-9/99,Artes cênicas, espetáculos e atividades complementares não especificados anteriormente,7922,Teatro / Shows / Concertos / Grupos de Dança / Grupos Carnavalescos,,,,
9002-7/01,Atividades de artistas plásticos, jornalistas independentes e escritores,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
9002-7/02,Restauração de obras de arte,5932,Antiguidades - venda,,,,
9003-5/00,Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas,7922,Teatro / Shows / Concertos / Grupos de Dança / Grupos Carnavalescos,,,,
9101-5/00,Atividades de bibliotecas e arquivos,7991,Museus / Jardins Botânicos / Exposições,,,,
9102-3/01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,7991,Museus / Jardins Botânicos / Exposições,,,,
9102-3/02,Restauração e conservação de lugares e prédios históricos,1520,Empreiteiros (Residencial e Comercial),,,,
9103-1/00,Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental,7998,Aquários e Zoológicos,,,,
9200-3/01,Casas de bingo,7995,Apostas, Casas Lotericas, Bingos ,,,,
9200-3/02,Exploração de apostas em corridas de cavalos,7995,Apostas, Casas Lotericas, Bingos ,,,,
9200-3/99,Exploração de jogos de azar e apostas não especificados anteriormente,7995,Apostas, Casas Lotericas, Bingos ,,,,
9311-5/00,Gestão de instalações de esportes,7941,Campos e Quadras de Esporte,,,,
9312-3/00,Clubes sociais, esportivos e similares,7997,Academias / Clubes,,,,
9313-1/00,Atividades de condicionamento físico,7997,Academias / Clubes,,,,
9319-1/01,Produção e promoção de eventos esportivos,7999,Recreação e Entretenimento,,,,
9319-1/99,Outras atividades esportivas não especificadas anteriormente,7999,Recreação e Entretenimento,,,,
9321-2/00,Parques de diversão e parques temáticos,7996,Parques Temáticos e de Diversões, Circos e Atividades Exotéricas,,,,
9329-8/01,Discotecas, danceterias, salões de dança e similares,5813,Bares e Casas Noturnas,,,,
9329-8/02,Exploração de boliches,7933,Boliche,,,,
9329-8/03,Exploração de jogos de sinuca, bilhar e similares,7932,Casas de Bilhar,,,,
9329-8/04,Exploração de jogos eletrônicos recreativos,7994,Lojas de Diversão / Video Game / Lan House / Ciber Café,,,,
9329-8/99,Outras atividades de recreação e lazer não especificadas anteriormente,7999,Recreação e Entretenimento,,,,
9411-1/00,Atividades de organizações associativas patronais e empresariais,8699,Organizações Sindicais, Associações Culturais e e outras associações não classificadas,,,,
9412-0/00,Atividades de organizações associativas profissionais,8699,Organizações Sindicais, Associações Culturais e e outras associações não classificadas,,,,
9412-0/01,Atividades de fiscalização profissional,8999,Outros serviços profissionais de especializados,,,,
9412-0/99,Outras atividades associativas profissionais,8699,Organizações Sindicais, Associações Culturais e e outras associações não classificadas,,,,
9420-1/00,Atividades de organizações sindicais,8699,Organizações Sindicais, Associações Culturais e e outras associações não classificadas,,,,
9430-8/00,Atividades de associações de defesa de direitos sociais,8641,Associações Cívicas e Sociais,,,,
9491-0/00,Atividades de organizações religiosas ou filosóficas,8661,Organizações Religiosas,,,,
9492-8/00,Atividades de organizações políticas,8651,Organizações Políticas,,,,
9493-6/00,Atividades de organizações associativas ligadas à cultura e à arte,8699,Organizações Sindicais, Associações Culturais e e outras associações não classificadas,,,,
9499-5/00,Atividades associativas não especificadas anteriormente,8699,Organizações Sindicais, Associações Culturais e e outras associações não classificadas,,,,
9511-8/00,Reparação e manutenção de computadores e de equipamentos periféricos,7379,Consertos de Computadores,,,,
9512-6/00,Reparação e manutenção de equipamentos de comunicação,7622,Consertos de Rádios, TVs e Aparelho de Som,,,,
9521-5/00,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,7629,Consertos de Eletrodomésticos Pequenos e Máquinas Comerciais,,,,
9529-1/01,Reparação de calçados, bolsas e artigos de viagem,7251,Sapataria ,,,,
9529-1/02,Chaveiros,7399,Gerenciamento de Escritórios,,,,
9529-1/03,Reparação de relógios,7631,Conserto de Relogios e Joias,,,,
9529-1/04,Reparação de bicicletas, triciclos e outros veículos não-motorizados,7699,Consertos diversos,,,,
9529-1/05,Reparação de artigos do mobiliário,7641,Reparo e Restauracao de Moveis,,,,
9529-1/06,Reparação de jóias,7631,Conserto de Relogios e Joias,,,,
9529-1/99,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,7699,Consertos diversos,,,,
9601-7/01,Lavanderias,7216,SERVIÇOS DE LAVAGEM A SECO                                      ,,,,
9601-7/02,Tinturarias,7216,SERVIÇOS DE LAVAGEM A SECO                                      ,,,,
9601-7/03,Toalheiros,7210,Lavanderias,,,,
9602-5/01,Cabeleireiros, manicure e pedicure,7230,Salao de Beleza / Barbearia / Depilação / Manicure,,,,
9602-5/02,Atividades de Estética e outros serviços de cuidados com a beleza,7298,Clínicas de Estética Facial / Corporal ,,,,
9603-3/01,Gestão e manutenção de cemitérios,7261,Funerárias / Crematórios,,,,
9603-3/02,Serviços de cremação,7261,Funerárias / Crematórios,,,,
9603-3/03,Serviços de sepultamento,7261,Funerárias / Crematórios,,,,
9603-3/04,Serviços de funerárias,7261,Funerárias / Crematórios,,,,
9603-3/05,Serviços de somatoconservação,7261,Funerárias / Crematórios,,,,
9603-3/99,Atividades funerárias e serviços relacionados não especificados anteriormente,7261,Funerárias / Crematórios,,,,
9609-2/01,Clínicas de estética e similares,7298,Clínicas de Estética Facial / Corporal ,,,,
9609-2/02,Agências matrimoniais,7273,Acompanhantes e Agências de Casamento,,,,
9609-2/03,Alojamento, higiene e embelezamento de animais,5995,Pet Shop,,,,
9609-2/04,Exploração de máquinas de serviços pessoais acionadas por moeda,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
9609-2/05,Atividades de sauna e banhos,7297,Casas de Massagem,,,,
9609-2/06,Serviços de tatuagem e colocação de piercing,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
9609-2/07,Alojamento de animais domésticos,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
9609-2/08,Higiene e embelezamento de animais domésticos,5995,Pet Shop,,,,
9609-2/99,Outras atividades de serviços pessoais não especificadas anteriormente,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
9700-5/00,Serviços domésticos,7349,Serviços de Manutenção e Limpeza de Edifícios,,,,
9900-8/00,Organismos internacionais e outras instituições extraterritoriais,8999,Outros serviços profissionais de especializados,,,,
